,s.no,Age,Gender,Region,Stream,Internships,CGPA,HistoryOfBacklogs,Skills(Computer languages),College Tier,"Communication skills(Good,Average,Bad)",Language,PlacedOrNot
0,-1.7314669373997278,0.38813057524118194,0.4454030067072273,0.2245088795224521,0.26465477810294424,0.4004454410831631,0.9571906777796562,2.0502460271708425,0.9937725465511451,1.412017497967384,-0.011578388328184606,-0.022684409075272922,0.899799991334255
1,-1.7302990001738257,-0.3667515796213418,-2.2451577222003825,-1.1917832225624678,-0.944846103026998,-0.9507731917412529,-0.07631043262968468,2.0502460271708425,-0.3163132906934559,1.010748560631822,1.2149037467216788,-0.022684409075272922,0.899799991334255
2,-1.7291310629479237,0.38813057524118194,-2.2451577222003825,0.5785819050436821,0.8694052186679153,0.4004454410831631,-1.1098115430390256,-0.4877463420231137,-1.1351169389713316,1.412017497967384,1.2149037467216788,-0.022684409075272922,0.899799991334255
3,-1.7279631257220216,-0.3667515796213418,0.4454030067072273,1.050679272405322,0.8694052186679153,-0.9507731917412529,0.9571906777796562,2.0502460271708425,-1.1351169389713316,-0.9955961260459882,-0.011578388328184606,1.2006239057839931,0.899799991334255
4,-1.7267951884961197,0.38813057524118194,0.4454030067072273,1.4047522979265519,1.4741556592328864,-0.9507731917412529,0.9571906777796562,-0.4877463420231137,0.5024903575844197,1.412017497967384,-1.238060523378048,-1.245992723934539,0.899799991334255
5,-1.7256272512702175,0.38813057524118194,0.4454030067072273,0.932654930564912,0.26465477810294424,-0.9507731917412529,-1.1098115430390256,-0.4877463420231137,0.9937725465511451,-1.3968650633815503,-0.011578388328184606,1.2006239057839931,-1.1113580902764462
6,-1.7244593140443156,-0.3667515796213418,0.4454030067072273,-0.8377101970412377,-0.944846103026998,-0.9507731917412529,-0.07631043262968468,2.0502460271708425,1.3212940058622953,0.20821068596069794,-0.011578388328184606,1.2006239057839931,-1.1113580902764462
7,-1.7232913768184137,-0.3667515796213418,0.4454030067072273,1.168703614245732,0.8694052186679153,0.4004454410831631,-0.07631043262968468,-0.4877463420231137,-0.6438347500046061,0.20821068596069794,1.2149037467216788,-1.245992723934539,-1.1113580902764462
8,-1.7221234395925116,-0.3667515796213418,0.4454030067072273,0.5785819050436821,-0.944846103026998,1.7516640739075793,-1.1098115430390256,-0.4877463420231137,-1.1351169389713316,1.412017497967384,-0.011578388328184606,-1.245992723934539,0.899799991334255
9,-1.7209555023666097,-0.3667515796213418,-2.2451577222003825,-0.011539804158367861,-0.944846103026998,0.4004454410831631,-1.1098115430390256,-0.4877463420231137,-0.8075954796601813,1.010748560631822,1.2149037467216788,1.2006239057839931,-1.1113580902764462
10,-1.7197875651407075,0.38813057524118194,0.4454030067072273,0.5785819050436821,-0.944846103026998,0.4004454410831631,-0.07631043262968468,-0.4877463420231137,0.8300118168955699,-0.1930582513748641,1.2149037467216788,-1.245992723934539,-1.1113580902764462
11,-1.7186196279148056,0.38813057524118194,-2.2451577222003825,0.5785819050436821,-0.3400956624620269,0.4004454410831631,0.9571906777796562,2.0502460271708425,1.4850547355178705,-0.9955961260459882,1.2149037467216788,1.2006239057839931,0.899799991334255
12,-1.7174516906889037,-0.3667515796213418,-2.2451577222003825,0.2245088795224521,-0.944846103026998,1.7516640739075793,-1.1098115430390256,2.0502460271708425,1.4850547355178705,-0.1930582513748641,-1.238060523378048,-0.022684409075272922,-1.1113580902764462
13,-1.7162837534630015,-0.3667515796213418,0.4454030067072273,-0.9557345388816477,-0.944846103026998,0.4004454410831631,0.9571906777796562,2.0502460271708425,0.9937725465511451,-0.9955961260459882,1.2149037467216788,-0.022684409075272922,0.899799991334255
14,-1.7151158162370996,-0.3667515796213418,-2.2451577222003825,-0.8377101970412377,0.26465477810294424,1.7516640739075793,0.9571906777796562,-0.4877463420231137,0.5024903575844197,-0.1930582513748641,-1.238060523378048,1.2006239057839931,0.899799991334255
15,-1.7139478790111975,0.38813057524118194,0.4454030067072273,0.696606246884092,1.4741556592328864,-0.9507731917412529,0.9571906777796562,-0.4877463420231137,-0.8075954796601813,-0.9955961260459882,-1.238060523378048,1.2006239057839931,0.899799991334255
16,-1.7127799417852956,0.38813057524118194,-2.2451577222003825,-0.9557345388816477,-0.944846103026998,0.4004454410831631,-0.07631043262968468,-0.4877463420231137,1.15753327620672,-0.9955961260459882,1.2149037467216788,-0.022684409075272922,-1.1113580902764462
17,-1.7116120045593934,-0.3667515796213418,0.4454030067072273,0.932654930564912,-1.5495965435919692,-0.9507731917412529,-1.1098115430390256,-0.4877463420231137,0.8300118168955699,-0.9955961260459882,-1.238060523378048,-1.245992723934539,-1.1113580902764462
18,-1.7104440673334915,-0.3667515796213418,0.4454030067072273,0.932654930564912,-0.944846103026998,0.4004454410831631,-0.07631043262968468,-0.4877463420231137,-0.6438347500046061,0.20821068596069794,-1.238060523378048,-1.245992723934539,-1.1113580902764462
19,-1.7092761301075896,0.38813057524118194,0.4454030067072273,0.814630588724502,-0.944846103026998,0.4004454410831631,-0.07631043262968468,-0.4877463420231137,1.4850547355178705,1.010748560631822,-1.238060523378048,-1.245992723934539,-1.1113580902764462
20,-1.7081081928816875,0.38813057524118194,0.4454030067072273,-1.4278319062432876,-1.5495965435919692,-0.9507731917412529,0.9571906777796562,-0.4877463420231137,-0.9713562093157564,-1.3968650633815503,1.2149037467216788,1.2006239057839931,0.899799991334255
21,-1.7069402556557856,-0.3667515796213418,0.4454030067072273,1.522776639766962,-0.944846103026998,0.4004454410831631,-1.1098115430390256,-0.4877463420231137,0.8300118168955699,0.20821068596069794,-1.238060523378048,1.2006239057839931,-1.1113580902764462
22,-1.7057723184298834,0.38813057524118194,0.4454030067072273,1.286727956086142,-1.5495965435919692,-0.9507731917412529,-0.07631043262968468,-0.4877463420231137,-1.4626383982824818,1.412017497967384,-0.011578388328184606,-0.022684409075272922,-1.1113580902764462
23,-1.7046043812039815,0.38813057524118194,0.4454030067072273,-0.3656128296795978,0.26465477810294424,0.4004454410831631,-0.07631043262968468,2.0502460271708425,0.8300118168955699,-0.1930582513748641,-0.011578388328184606,-0.022684409075272922,-1.1113580902764462
24,-1.7034364439780796,0.38813057524118194,0.4454030067072273,-1.1917832225624678,0.26465477810294424,-0.9507731917412529,-0.07631043262968468,-0.4877463420231137,0.8300118168955699,-0.1930582513748641,1.2149037467216788,-1.245992723934539,-1.1113580902764462
25,-1.7022685067521774,-0.3667515796213418,0.4454030067072273,0.696606246884092,-0.3400956624620269,-0.9507731917412529,0.9571906777796562,-0.4877463420231137,-0.9713562093157564,0.20821068596069794,-1.238060523378048,-0.022684409075272922,0.899799991334255
26,-1.7011005695262755,0.38813057524118194,0.4454030067072273,-1.0737588807220577,-0.3400956624620269,0.4004454410831631,0.9571906777796562,-0.4877463420231137,-1.1351169389713316,0.20821068596069794,1.2149037467216788,1.2006239057839931,0.899799991334255
27,-1.6999326323003734,0.38813057524118194,0.4454030067072273,0.10648453768204212,0.8694052186679153,0.4004454410831631,0.9571906777796562,-0.4877463420231137,0.9937725465511451,1.010748560631822,1.2149037467216788,-1.245992723934539,0.899799991334255
28,-1.6987646950744715,0.38813057524118194,0.4454030067072273,-1.1917832225624678,0.8694052186679153,0.4004454410831631,0.9571906777796562,-0.4877463420231137,0.6662510872399948,1.010748560631822,-0.011578388328184606,1.2006239057839931,0.899799991334255
29,-1.6975967578485693,-0.3667515796213418,0.4454030067072273,-0.7196858552008277,0.8694052186679153,-0.9507731917412529,-1.1098115430390256,-0.4877463420231137,1.4850547355178705,-0.1930582513748641,1.2149037467216788,1.2006239057839931,0.899799991334255
30,-1.6964288206226674,0.38813057524118194,0.4454030067072273,-1.6638805899241076,1.4741556592328864,0.4004454410831631,0.9571906777796562,-0.4877463420231137,1.4850547355178705,-1.3968650633815503,1.2149037467216788,-0.022684409075272922,0.899799991334255
31,-1.6952608833967655,-0.3667515796213418,0.4454030067072273,-0.24758848783918783,-0.3400956624620269,0.4004454410831631,-0.07631043262968468,-0.4877463420231137,-1.1351169389713316,-0.1930582513748641,1.2149037467216788,-1.245992723934539,0.899799991334255
32,-1.6940929461708634,-0.3667515796213418,-2.2451577222003825,-1.1917832225624678,-1.5495965435919692,0.4004454410831631,-0.07631043262968468,-0.4877463420231137,-1.2988776686269066,1.010748560631822,-0.011578388328184606,-0.022684409075272922,-1.1113580902764462
33,-1.6929250089449615,-0.3667515796213418,0.4454030067072273,-0.9557345388816477,-0.3400956624620269,-0.9507731917412529,-0.07631043262968468,-0.4877463420231137,-0.9713562093157564,1.412017497967384,-1.238060523378048,-0.022684409075272922,-1.1113580902764462
